SERIALNO,NP,TYPE,ACR,BDSP,BLD,ELEP,FULP,GASP,HFL,RMSP,TEN,VALP,YBL,R18,R60
550567,5,1,House on ten or more acres,3,One-family house detached,390,2,100,"Bottled, tank, or LP gas",8,Owned with mortgage or loan,650000,1939 or earlier,1 or more,none
550685,1,1,House on less than one acre,2,Mobile home or trailer,60,2,3,Electricity,5,Owned free and clear,15000,1970 to 1979,none,1 or more
550733,2,1,House on less than one acre,3,One-family house detached,70,1000,90,"Bottled, tank, or LP gas",5,Owned with mortgage or loan,190000,1990 to 1999,none,1 or more
550794,2,1,House on less than one acre,3,One-family house detached,100,2,30,Utility gas,4,Owned free and clear,190000,2012,none,1 or more
550844,3,1,House on one to less than ten acres,1,One-family house detached,90,2,3,Electricity,4,Occupied without payment of rent,NA,2000 to 2004,none,1 or more
550916,1,1,House on less than one acre,3,One-family house detached,100,2,3,Electricity,6,Owned with mortgage or loan,170000,1960 to 1969,none,none
550928,1,1,House on less than one acre,3,Mobile home or trailer,100,2,3,Electricity,5,Owned free and clear,13000,1960 to 1969,none,none
551152,4,1,NA,2,5-9 Apartments,50,2,3,Electricity,4,Rented,NA,1980 to 1989,1 or more,none
551247,2,1,House on one to less than ten acres,3,One-family house detached,110,2,3,Electricity,7,Owned with mortgage or loan,250000,1940 to 1949,none,1 or more
551339,4,1,House on one to less than ten acres,3,One-family house detached,260,250,3,Electricity,7,Owned free and clear,300000,1970 to 1979,none,1 or more
551486,1,1,NA,2,2 Apartments,100,2,3,Electricity,6,Rented,NA,1960 to 1969,none,none
551581,3,1,House on less than one acre,3,One-family house detached,90,2,3,Electricity,6,Rented,NA,1940 to 1949,none,none
551647,2,1,NA,1,20-49 Apartments,80,2,3,Electricity,2,Rented,NA,1970 to 1979,none,none
551692,2,1,House on less than one acre,5,One-family house detached,240,1000,3,"Fuel oil, kerosene, etc.",16,Owned free and clear,500000,1939 or earlier,none,1 or more
551915,2,1,NA,2,2 Apartments,140,2,3,Electricity,4,Rented,NA,1940 to 1949,1 or more,none
552329,4,1,House on less than one acre,4,One-family house detached,200,2,200,Utility gas,10,Owned with mortgage or loan,350000,1960 to 1969,none,1 or more
552530,3,1,House on less than one acre,3,One-family house detached,90,2,130,Utility gas,8,Owned with mortgage or loan,240000,1960 to 1969,1 or more,none
552671,1,1,House on less than one acre,3,One-family house detached,90,2,140,Utility gas,8,Owned free and clear,380000,1990 to 1999,none,1 or more
552844,2,1,House on less than one acre,2,Mobile home or trailer,100,2,60,"Bottled, tank, or LP gas",3,Rented,NA,2005,none,none
552950,2,1,House on ten or more acres,4,One-family house detached,250,2,3,Wood,8,Owned with mortgage or loan,600000,2009,none,none
553050,3,1,House on ten or more acres,3,One-family house detached,100,2,70,"Bottled, tank, or LP gas",7,Owned free and clear,510000,1939 or earlier,1 or more,none
553606,3,1,House on one to less than ten acres,2,One-family house detached,350,2,3,Electricity,6,Owned with mortgage or loan,280000,2000 to 2004,none,none
553649,1,1,House on less than one acre,4,One-family house detached,70,2,80,Utility gas,8,Owned free and clear,400000,2005,none,1 or more
553661,1,1,House on less than one acre,1,One-family house detached,50,2,40,Utility gas,4,Rented,NA,1950 to 1959,none,1 or more
553791,2,1,NA,1,20-49 Apartments,80,2,3,Electricity,2,Rented,NA,1970 to 1979,none,1 or more
554012,2,1,House on one to less than ten acres,3,One-family house detached,70,2,3,Wood,5,Owned free and clear,275000,1970 to 1979,none,1 or more
554450,1,1,House on less than one acre,3,One-family house detached,20,50,30,Utility gas,5,Owned free and clear,330000,1960 to 1969,none,none
554598,3,1,House on ten or more acres,3,One-family house detached,190,2,3,Electricity,6,Owned with mortgage or loan,80000,1970 to 1979,none,1 or more
554743,3,1,House on ten or more acres,4,One-family house detached,110,2,140,Wood,7,Owned free and clear,500000,1950 to 1959,1 or more,none
554750,5,1,House on less than one acre,4,One-family house detached,60,2,90,Utility gas,6,Rented,NA,2008,1 or more,none
554771,1,1,House on less than one acre,2,One-family house detached,80,2,3,Electricity,6,Owned with mortgage or loan,280000,1939 or earlier,none,1 or more
554780,1,1,House on less than one acre,2,Mobile home or trailer,180,2,3,Electricity,3,Owned with mortgage or loan,95000,1980 to 1989,none,none
554878,4,1,House on less than one acre,4,One-family house detached,80,2,110,Utility gas,8,Owned free and clear,300000,2007,1 or more,none
554982,2,1,House on ten or more acres,3,One-family house detached,130,2,3,Electricity,9,Owned with mortgage or loan,800000,1939 or earlier,none,none
554984,1,1,NA,0,20-49 Apartments,100,2,3,Electricity,1,Rented,NA,1939 or earlier,none,none
555013,2,1,House on less than one acre,4,One-family house detached,70,2,4,Utility gas,10,Owned free and clear,189000,1960 to 1969,none,1 or more
555018,4,1,House on less than one acre,4,One-family house detached,60,400,50,Utility gas,6,Owned with mortgage or loan,460000,1939 or earlier,1 or more,none
555102,4,1,House on less than one acre,5,One-family house detached,70,2,20,Utility gas,8,Rented,NA,2006,1 or more,none
555179,3,1,House on less than one acre,2,One-family house detached,90,2,30,Utility gas,8,Owned with mortgage or loan,240000,1960 to 1969,none,none
555211,3,1,House on less than one acre,3,One-family house detached,150,200,3,Wood,7,Owned free and clear,250000,2008,1 or more,1 or more
555268,2,1,House on less than one acre,3,Mobile home or trailer,110,2,3,Electricity,5,Owned with mortgage or loan,27000,1990 to 1999,none,1 or more
555447,3,1,House on less than one acre,4,One-family house detached,90,50,60,Utility gas,8,Owned with mortgage or loan,230000,1940 to 1949,1 or more,none
555456,3,1,NA,2,3-4 Apartments,200,2,3,Electricity,4,Rented,NA,1990 to 1999,1 or more,none
555583,2,1,House on less than one acre,2,One-family house detached,80,2,70,Utility gas,3,Owned with mortgage or loan,399000,1950 to 1959,none,none
555766,2,1,House on less than one acre,3,One-family house detached,60,2,60,Utility gas,9,Owned with mortgage or loan,160000,1990 to 1999,none,1 or more
556028,6,1,House on less than one acre,3,One-family house detached,70,600,3,Electricity,5,Owned with mortgage or loan,189000,1970 to 1979,1 or more,none
556060,2,1,House on less than one acre,3,One-family house detached,80,500,20,Utility gas,6,Owned free and clear,210000,1960 to 1969,none,1 or more
556174,3,1,House on less than one acre,2,One-family house detached,80,20,3,Wood,3,Rented,NA,1939 or earlier,none,none
556258,2,1,House on one to less than ten acres,2,One-family house detached,180,700,3,Wood,7,Owned free and clear,220000,1980 to 1989,none,1 or more
556509,2,1,House on less than one acre,5,One-family house detached,340,2,350,Utility gas,11,Owned with mortgage or loan,2476000,1950 to 1959,none,1 or more
556736,1,1,House on less than one acre,2,One-family house detached,110,2,3,Electricity,6,Owned free and clear,30000,1940 to 1949,none,1 or more
556771,5,1,House on less than one acre,3,One-family house detached,250,2,3,Electricity,6,Rented,NA,1940 to 1949,none,none
556875,2,1,House on less than one acre,1,One-family house attached,20,2,3,Electricity,3,Rented,NA,1970 to 1979,none,none
557469,1,1,NA,2,20-49 Apartments,40,2,3,Electricity,4,Rented,NA,1970 to 1979,none,none
557899,3,1,House on less than one acre,3,One-family house attached,100,2,3,Electricity,5,Rented,NA,1990 to 1999,1 or more,none
558029,5,1,House on less than one acre,3,One-family house detached,130,2,4,Utility gas,6,Owned with mortgage or loan,130000,1950 to 1959,1 or more,none
558092,1,1,House on less than one acre,3,One-family house detached,140,2,140,Utility gas,5,Owned with mortgage or loan,190000,1960 to 1969,none,1 or more
558110,2,1,House on less than one acre,4,One-family house detached,130,2,70,Utility gas,8,Owned with mortgage or loan,475000,1990 to 1999,none,none
558262,2,1,House on less than one acre,4,One-family house detached,80,2,70,Utility gas,10,Owned with mortgage or loan,180000,1970 to 1979,none,none
558287,6,1,House on less than one acre,3,One-family house detached,80,2,20,Utility gas,5,Owned with mortgage or loan,285000,1990 to 1999,1 or more,none
558472,2,1,House on less than one acre,4,One-family house detached,200,2,20,Utility gas,13,Owned with mortgage or loan,300000,1960 to 1969,none,1 or more
558488,1,1,House on less than one acre,2,One-family house detached,100,2,3,Electricity,10,Owned free and clear,45000,1990 to 1999,none,1 or more
558777,2,1,House on less than one acre,3,One-family house detached,120,2,100,Utility gas,7,Owned with mortgage or loan,350000,1990 to 1999,none,1 or more
558820,2,1,House on less than one acre,3,One-family house detached,200,2,3,Wood,6,Owned free and clear,90000,1939 or earlier,none,1 or more
558845,2,1,House on one to less than ten acres,3,One-family house detached,140,2,3,Electricity,9,Owned free and clear,30000,1980 to 1989,none,1 or more
559001,4,1,NA,2,5-9 Apartments,90,2,3,Electricity,5,Rented,NA,1990 to 1999,1 or more,none
559254,9,1,House on one to less than ten acres,7,One-family house detached,400,2,3,Electricity,9,Rented,NA,1940 to 1949,1 or more,none
559385,1,1,House on less than one acre,3,One-family house detached,40,2,40,Utility gas,8,Owned free and clear,250000,1960 to 1969,none,1 or more
559402,2,1,NA,1,10-19 Apartments,140,2,3,Electricity,3,Rented,NA,1970 to 1979,none,1 or more
559437,3,1,House on less than one acre,3,One-family house detached,160,2,3,Electricity,6,Rented,NA,1970 to 1979,1 or more,none
559852,3,1,House on less than one acre,3,One-family house detached,150,2,90,Utility gas,6,Owned with mortgage or loan,550000,1970 to 1979,1 or more,none
559945,5,1,House on one to less than ten acres,4,One-family house detached,210,1500,3,Wood,6,Owned with mortgage or loan,400000,2006,1 or more,none
559980,2,1,NA,2,10-19 Apartments,50,2,3,Electricity,4,Rented,NA,1970 to 1979,1 or more,none
560030,2,1,House on less than one acre,3,One-family house detached,90,2,3,Electricity,4,Owned free and clear,95000,1990 to 1999,none,none
560375,2,1,House on ten or more acres,3,Mobile home or trailer,150,2,3,Electricity,5,Owned with mortgage or loan,2476000,1970 to 1979,none,1 or more
560389,2,1,House on less than one acre,4,One-family house detached,30,2,30,Wood,6,Owned with mortgage or loan,130000,1940 to 1949,none,1 or more
560410,3,1,House on less than one acre,3,One-family house detached,70,2,3,Electricity,6,Owned with mortgage or loan,130000,1970 to 1979,1 or more,none
560470,2,1,House on less than one acre,2,One-family house detached,150,2,120,Utility gas,5,Rented,NA,1940 to 1949,none,none
560563,2,1,House on less than one acre,3,One-family house detached,50,2,30,Utility gas,7,Owned free and clear,250000,1970 to 1979,none,1 or more
560653,2,1,House on one to less than ten acres,3,One-family house detached,70,100,3,Wood,6,Owned free and clear,225000,1970 to 1979,none,none
560669,2,1,House on one to less than ten acres,4,One-family house detached,240,500,3,Wood,10,Owned free and clear,250000,1950 to 1959,none,1 or more
560709,4,1,NA,3,10-19 Apartments,80,2,3,Electricity,6,Rented,NA,2000 to 2004,1 or more,none
560800,2,1,House on one to less than ten acres,4,One-family house detached,190,2,3,Electricity,8,Owned with mortgage or loan,350000,1980 to 1989,none,1 or more
560875,2,1,House on less than one acre,3,One-family house detached,110,2,70,Electricity,11,Owned with mortgage or loan,240000,1970 to 1979,none,1 or more
560973,1,1,NA,1,50 or more apartments,60,2,3,Electricity,3,Rented,NA,1990 to 1999,none,none
560978,5,1,House on one to less than ten acres,3,One-family house detached,540,2,3,Electricity,6,Owned free and clear,300000,1970 to 1979,1 or more,none
560992,2,1,House on less than one acre,2,One-family house detached,30,2,100,Utility gas,4,Rented,NA,1939 or earlier,none,1 or more
561139,2,1,House on less than one acre,4,One-family house detached,110,450,3,Electricity,6,Owned free and clear,225000,1970 to 1979,none,1 or more
561140,1,1,NA,2,5-9 Apartments,50,2,3,Electricity,4,Owned with mortgage or loan,104000,1970 to 1979,none,none
561275,1,1,House on ten or more acres,3,Mobile home or trailer,70,2,3,Wood,5,Owned free and clear,2476000,2009,none,1 or more
561768,2,1,House on less than one acre,2,Mobile home or trailer,120,2,3,Electricity,5,Owned with mortgage or loan,22400,1990 to 1999,none,1 or more
561819,2,1,House on less than one acre,3,One-family house detached,110,600,3,Electricity,6,Owned with mortgage or loan,135000,1970 to 1979,none,none
561943,2,1,NA,1,10-19 Apartments,110,2,3,Electricity,3,Rented,NA,1980 to 1989,1 or more,none
562015,1,1,House on less than one acre,2,One-family house detached,50,2,30,Utility gas,3,Owned with mortgage or loan,450000,1990 to 1999,none,none
562229,2,1,House on less than one acre,4,One-family house detached,130,2,30,Utility gas,7,Owned with mortgage or loan,240000,1990 to 1999,none,1 or more
562620,2,1,House on less than one acre,5,One-family house detached,170,2,180,Utility gas,16,Owned with mortgage or loan,500000,1990 to 1999,none,1 or more
562634,1,1,NA,2,5-9 Apartments,150,2,3,Electricity,5,Rented,NA,1970 to 1979,none,none
562636,3,1,House on less than one acre,3,One-family house detached,190,250,3,Wood,4,Owned with mortgage or loan,225000,1970 to 1979,none,none
562748,4,1,House on less than one acre,3,One-family house detached,90,2,50,Utility gas,5,Owned with mortgage or loan,280000,1990 to 1999,1 or more,none
562766,4,1,House on less than one acre,3,One-family house detached,290,2,3,Electricity,5,Rented,NA,1960 to 1969,1 or more,none
562790,1,1,House on less than one acre,2,Mobile home or trailer,150,2,3,Electricity,6,Owned with mortgage or loan,125000,2000 to 2004,none,1 or more
562902,2,1,House on less than one acre,3,One-family house detached,100,2,40,Utility gas,5,Owned free and clear,270000,1970 to 1979,none,1 or more
562922,3,1,House on less than one acre,4,One-family house detached,300,2500,3,"Fuel oil, kerosene, etc.",9,Owned with mortgage or loan,550000,1939 or earlier,none,1 or more
562931,6,1,House on one to less than ten acres,3,One-family house detached,150,2,110,Utility gas,10,Owned with mortgage or loan,360000,2000 to 2004,1 or more,none
562970,2,1,House on less than one acre,2,One-family house detached,120,2,3,Electricity,6,Owned free and clear,200000,2000 to 2004,none,1 or more
563022,2,1,House on less than one acre,4,One-family house detached,120,2,3,Electricity,7,Owned with mortgage or loan,260000,2000 to 2004,none,none
563051,4,1,House on one to less than ten acres,2,Mobile home or trailer,130,2,3,Wood,4,Rented,NA,1970 to 1979,1 or more,none
563172,1,1,NA,2,50 or more apartments,120,2,3,Electricity,4,Rented,NA,1990 to 1999,none,none
563297,2,1,House on less than one acre,4,One-family house detached,30,2,230,Electricity,12,Owned free and clear,495000,1990 to 1999,none,none
563371,1,1,NA,1,10-19 Apartments,50,2,3,Electricity,4,Rented,NA,1990 to 1999,none,1 or more
563424,2,1,House on ten or more acres,4,One-family house detached,60,200,3,Wood,11,Owned with mortgage or loan,400000,1960 to 1969,none,1 or more
563606,4,1,House on less than one acre,4,One-family house detached,80,2,120,Utility gas,7,Owned with mortgage or loan,400000,1960 to 1969,1 or more,none
